2019-07-07 09:41:31.034 [main] INFO  com.course.Application - Starting Application on DESKTOP-PB7QOKT with PID 12732 (E:\AutoTest\AutoTest\Chapter13\target\classes started by Simone in E:\AutoTest\AutoTest)
2019-07-07 09:41:31.042 [main] INFO  com.course.Application - No active profile set, falling back to default profiles: default
2019-07-07 09:41:31.234 [main] INFO  o.s.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@729a55: startup date [Sun Jul 07 09:41:31 CST 2019]; root of context hierarchy
2019-07-07 09:41:33.091 [main] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.course]' package. Please check your configuration.
2019-07-07 09:41:33.953 [main] INFO  o.s.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$cf790c09] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-07-07 09:41:34.608 [main] INFO  org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8899 (http)
2019-07-07 09:41:34.637 [main] INFO  org.apache.catalina.core.StandardService - Starting service Tomcat
2019-07-07 09:41:34.638 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.14
2019-07-07 09:41:34.896 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-07-07 09:41:34.896 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3663 ms
2019-07-07 09:41:35.445 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2019-07-07 09:41:35.451 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2019-07-07 09:41:35.452 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2019-07-07 09:41:35.452 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2019-07-07 09:41:35.452 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2019-07-07 09:41:37.212 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/getUserInfo],methods=[POST]}" onto public java.util.List<com.course.model.User> com.course.controller.UserManager.getUserInfo(javax.servlet.http.HttpServletRequest,com.course.model.User)
2019-07-07 09:41:37.213 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/addUser],methods=[POST]}" onto public boolean com.course.controller.UserManager.addUser(javax.servlet.http.HttpServletRequest,com.course.model.User)
2019-07-07 09:41:37.213 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/updateUser],methods=[POST]}" onto public int com.course.controller.UserManager.updateUser(javax.servlet.http.HttpServletRequest,com.course.model.User)
2019-07-07 09:41:37.214 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/login],methods=[POST]}" onto public boolean com.course.controller.UserManager.login(javax.servlet.http.HttpServletResponse,com.course.model.User)
2019-07-07 09:41:37.220 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/swagger-resources]}" onto public org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
2019-07-07 09:41:37.221 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/ui]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
2019-07-07 09:41:37.222 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/security]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
2019-07-07 09:41:37.226 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2019-07-07 09:41:37.227 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2019-07-07 09:41:37.416 [main] INFO  springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-07-07 09:41:37.611 [main] INFO  o.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@729a55: startup date [Sun Jul 07 09:41:31 CST 2019]; root of context hierarchy
2019-07-07 09:41:37.770 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-07-07 09:41:37.771 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-07-07 09:41:37.877 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-07-07 09:41:38.411 [main] INFO  org.springframework.jmx.export.annotation.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2019-07-07 09:41:38.424 [main] INFO  org.springframework.context.support.DefaultLifecycleProcessor - Starting beans in phase 2147483647
2019-07-07 09:41:38.426 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2019-07-07 09:41:38.460 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2019-07-07 09:41:38.559 [main] INFO  springfox.documentation.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2019-07-07 09:41:39.135 [main] INFO  org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8899 (http)
2019-07-07 09:41:39.144 [main] INFO  com.course.Application - Started Application in 8.631 seconds (JVM running for 10.859)
2019-07-07 09:44:44.802 [http-nio-8899-exec-10] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2019-07-07 09:44:44.803 [http-nio-8899-exec-10] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2019-07-07 09:44:44.858 [http-nio-8899-exec-10] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 55 ms
2019-07-07 09:44:45.364 [http-nio-8899-exec-10] INFO  com.course.controller.UserManager - login post result: 1
2019-07-07 09:44:45.364 [http-nio-8899-exec-10] INFO  com.course.controller.UserManager - usr name:ximeng
2019-07-07 09:44:45.455 [http-nio-8899-exec-9] INFO  com.course.controller.UserManager - login post result: 0
2019-07-07 09:44:45.502 [http-nio-8899-exec-8] INFO  com.course.controller.UserManager - cookie is right
2019-07-07 09:44:45.531 [http-nio-8899-exec-8] INFO  com.course.controller.UserManager - getUserInfo's number are: 1
2019-07-07 09:50:12.566 [http-nio-8899-exec-6] INFO  com.course.controller.UserManager - login post result: 1
2019-07-07 09:50:12.566 [http-nio-8899-exec-6] INFO  com.course.controller.UserManager - usr name:ximeng
2019-07-07 09:50:12.624 [http-nio-8899-exec-5] INFO  com.course.controller.UserManager - login post result: 0
2019-07-07 09:50:12.664 [http-nio-8899-exec-4] INFO  com.course.controller.UserManager - cookie is right
2019-07-07 09:50:12.666 [http-nio-8899-exec-4] INFO  com.course.controller.UserManager - getUserInfo's number are: 1
2019-07-07 09:57:28.874 [http-nio-8899-exec-2] INFO  com.course.controller.UserManager - login post result: 1
2019-07-07 09:57:28.874 [http-nio-8899-exec-2] INFO  com.course.controller.UserManager - usr name:ximeng
2019-07-07 09:57:28.924 [http-nio-8899-exec-1] INFO  com.course.controller.UserManager - login post result: 0
2019-07-07 09:57:28.962 [http-nio-8899-exec-10] INFO  com.course.controller.UserManager - cookie is right
2019-07-07 09:57:28.964 [http-nio-8899-exec-10] INFO  com.course.controller.UserManager - getUserInfo's number are: 1
2019-07-07 10:02:18.005 [http-nio-8899-exec-8] INFO  com.course.controller.UserManager - login post result: 1
2019-07-07 10:02:18.005 [http-nio-8899-exec-8] INFO  com.course.controller.UserManager - usr name:ximeng
2019-07-07 10:02:18.054 [http-nio-8899-exec-7] INFO  com.course.controller.UserManager - login post result: 0
2019-07-07 10:02:18.088 [http-nio-8899-exec-6] INFO  com.course.controller.UserManager - cookie is right
2019-07-07 10:02:18.091 [http-nio-8899-exec-6] INFO  com.course.controller.UserManager - getUserInfo's number are: 1
2019-07-07 10:07:44.017 [http-nio-8899-exec-4] INFO  com.course.controller.UserManager - login post result: 1
2019-07-07 10:07:44.017 [http-nio-8899-exec-4] INFO  com.course.controller.UserManager - usr name:ximeng
2019-07-07 10:07:44.067 [http-nio-8899-exec-3] INFO  com.course.controller.UserManager - login post result: 0
2019-07-07 10:07:44.098 [http-nio-8899-exec-2] INFO  com.course.controller.UserManager - cookie is right
2019-07-07 10:07:44.100 [http-nio-8899-exec-2] INFO  com.course.controller.UserManager - getUserInfo's number are: 1
2019-07-07 10:09:26.807 [http-nio-8899-exec-10] INFO  com.course.controller.UserManager - login post result: 1
2019-07-07 10:09:26.808 [http-nio-8899-exec-10] INFO  com.course.controller.UserManager - usr name:ximeng
2019-07-07 10:09:26.856 [http-nio-8899-exec-9] INFO  com.course.controller.UserManager - login post result: 0
2019-07-07 10:09:26.889 [http-nio-8899-exec-8] INFO  com.course.controller.UserManager - cookie is right
2019-07-07 10:09:26.891 [http-nio-8899-exec-8] INFO  com.course.controller.UserManager - getUserInfo's number are: 1
2019-07-07 10:23:10.629 [http-nio-8899-exec-6] INFO  com.course.controller.UserManager - login post result: 1
2019-07-07 10:23:10.629 [http-nio-8899-exec-6] INFO  com.course.controller.UserManager - usr name:ximeng
2019-07-07 10:23:10.687 [http-nio-8899-exec-5] INFO  com.course.controller.UserManager - login post result: 0
2019-07-07 10:23:10.718 [http-nio-8899-exec-4] INFO  com.course.controller.UserManager - cookie is right
2019-07-07 10:23:10.720 [http-nio-8899-exec-4] INFO  com.course.controller.UserManager - getUserInfo's number are: 1
2019-07-07 10:26:22.162 [http-nio-8899-exec-2] INFO  com.course.controller.UserManager - login post result: 1
2019-07-07 10:26:22.163 [http-nio-8899-exec-2] INFO  com.course.controller.UserManager - usr name:ximeng
2019-07-07 10:26:22.230 [http-nio-8899-exec-1] INFO  com.course.controller.UserManager - login post result: 0
2019-07-07 10:26:22.270 [http-nio-8899-exec-10] INFO  com.course.controller.UserManager - cookie is right
2019-07-07 10:26:22.273 [http-nio-8899-exec-10] INFO  com.course.controller.UserManager - getUserInfo's number are: 1
2019-07-07 10:28:51.367 [http-nio-8899-exec-8] INFO  com.course.controller.UserManager - login post result: 1
2019-07-07 10:28:51.368 [http-nio-8899-exec-8] INFO  com.course.controller.UserManager - usr name:ximeng
2019-07-07 10:28:51.415 [http-nio-8899-exec-7] INFO  com.course.controller.UserManager - login post result: 0
2019-07-07 10:28:51.450 [http-nio-8899-exec-6] INFO  com.course.controller.UserManager - cookie is right
2019-07-07 10:28:51.451 [http-nio-8899-exec-6] INFO  com.course.controller.UserManager - getUserInfo's number are: 1
2019-07-07 10:29:40.630 [http-nio-8899-exec-4] INFO  com.course.controller.UserManager - login post result: 1
2019-07-07 10:29:40.630 [http-nio-8899-exec-4] INFO  com.course.controller.UserManager - usr name:ximeng
2019-07-07 10:29:40.714 [http-nio-8899-exec-3] INFO  com.course.controller.UserManager - login post result: 0
2019-07-07 10:29:40.765 [http-nio-8899-exec-2] INFO  com.course.controller.UserManager - cookie is right
2019-07-07 10:29:40.768 [http-nio-8899-exec-2] INFO  com.course.controller.UserManager - getUserInfo's number are: 1
2019-07-07 10:30:03.907 [http-nio-8899-exec-10] INFO  com.course.controller.UserManager - login post result: 1
2019-07-07 10:30:03.907 [http-nio-8899-exec-10] INFO  com.course.controller.UserManager - usr name:ximeng
2019-07-07 10:30:03.972 [http-nio-8899-exec-9] INFO  com.course.controller.UserManager - login post result: 0
